ENTITY;ACCOUNT;EXERCICE;SCENARIO;PERIOD;AMOUNT;USERUPD;DATEUPD;PROVENIENZA
IPAC_REN;7062;2026;2027BUD_V1;12;778050,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6411;2025;2027BUD_V1;12;218691,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;625;2025;2027BUD_V1;12;55581,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;7062;2026;2027BUD_V1;12;778050,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6411;2025;2027BUD_V1;12;213937,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;625;2025;2027BUD_V1;12;32592,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;7062;2026;2027BUD_V1;12;1565550,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6411;2025;2027BUD_V1;12;142625,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;625;2025;2027BUD_V1;12;26405,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;7062;2026;2027BUD_V1;12;1126170,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6411;2025;2027BUD_V1;12;125510,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;625;2025;2027BUD_V1;12;23482,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;7062;2026;2027BUD_V1;12;1081920,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6411;2025;2027BUD_V1;12;125510,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;625;2025;2027BUD_V1;12;51507,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;7062;2026;2027BUD_V1;12;859950,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6411;2025;2027BUD_V1;12;212986,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;625;2025;2027BUD_V1;12;20161,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;706;2024;2027BUD_V1;12;583126,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6411;2025;2027BUD_V1;12;199675,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;625;2025;2027BUD_V1;12;18672,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;706;2024;2027BUD_V1;12;462576,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6411;2025;2027BUD_V1;12;231052,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;625;2025;2027BUD_V1;12;13023,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;706;2024;2027BUD_V1;12;400498,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6411;2025;2027BUD_V1;12;159740,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;625;2025;2027BUD_V1;12;9247,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;706;2024;2027BUD_V1;12;330211,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6411;2026;2027BUD_V1;12;605202,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;625;2025;2027BUD_V1;12;9247,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;706;2024;2027BUD_V1;12;538270,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6411;2026;2027BUD_V1;12;362623,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;625;2025;2027BUD_V1;12;18308,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;706;2024;2027BUD_V1;12;327074,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6411;2026;2027BUD_V1;12;298865,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;625;2025;2027BUD_V1;12;13391,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;706;2024;2027BUD_V1;12;301175,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6411;2026;2027BUD_V1;12;261507,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;625;2025;2027BUD_V1;12;20079,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;706;2025;2027BUD_V1;12;618113,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6411;2026;2027BUD_V1;12;605202,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;625;2025;2027BUD_V1;12;11769,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;706;2025;2027BUD_V1;12;490330,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6411;2026;2027BUD_V1;12;229130,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;625;2026;2027BUD_V1;12;58234,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;706;2025;2027BUD_V1;12;424528,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6411;2026;2027BUD_V1;12;224149,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;625;2026;2027BUD_V1;12;34147,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;706;2025;2027BUD_V1;12;350024,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6411;2026;2027BUD_V1;12;149433,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;625;2026;2027BUD_V1;12;27666,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;706;2025;2027BUD_V1;12;570566,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6411;2026;2027BUD_V1;12;131501,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;625;2026;2027BUD_V1;12;24603,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;706;2025;2027BUD_V1;12;346698,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6411;2026;2027BUD_V1;12;131501,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;625;2026;2027BUD_V1;12;53965,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;706;2025;2027BUD_V1;12;319245,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6411;2026;2027BUD_V1;12;223153,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;625;2026;2027BUD_V1;12;21124,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;706;2026;2027BUD_V1;12;655200,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6411;2026;2027BUD_V1;12;209206,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;625;2026;2027BUD_V1;12;19564,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;706;2026;2027BUD_V1;12;519750,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6411;2026;2027BUD_V1;12;242081,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;625;2026;2027BUD_V1;12;13645,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;706;2026;2027BUD_V1;12;450000,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6411;2026;2027BUD_V1;12;167364,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;625;2026;2027BUD_V1;12;9689,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;706;2026;2027BUD_V1;12;371025,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6413;2024;2027BUD_V1;12;318872,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;625;2026;2027BUD_V1;12;9689,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;706;2026;2027BUD_V1;12;604800,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6413;2024;2027BUD_V1;12;186982,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;625;2026;2027BUD_V1;12;19182,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;706;2026;2027BUD_V1;12;367500,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6413;2024;2027BUD_V1;12;151490,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;625;2026;2027BUD_V1;12;14030,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;706;2026;2027BUD_V1;12;338400,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6413;2024;2027BUD_V1;12;134718,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;625;2026;2027BUD_V1;12;21037,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;708;2024;2027BUD_V1;12;12496,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6413;2024;2027BUD_V1;12;295499,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;625;2026;2027BUD_V1;12;12331,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;708;2024;2027BUD_V1;12;10573,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6413;2024;2027BUD_V1;12;115669,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;626;2024;2027BUD_V1;12;412389,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;708;2024;2027BUD_V1;12;9612,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6413;2024;2027BUD_V1;12;107125,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;626;2025;2027BUD_V1;12;431286,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;708;2024;2027BUD_V1;12;8170,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6413;2024;2027BUD_V1;12;74715,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;626;2026;2027BUD_V1;12;451872,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;708;2024;2027BUD_V1;12;11534,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6413;2024;2027BUD_V1;12;53053,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6281;2024;2027BUD_V1;12;164956,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;708;2024;2027BUD_V1;12;8010,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6413;2024;2027BUD_V1;12;53053,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6281;2025;2027BUD_V1;12;172514,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;708;2024;2027BUD_V1;12;7529,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6413;2024;2027BUD_V1;12;105033,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6281;2026;2027BUD_V1;12;180749,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;708;2024;2027BUD_V1;12;4005,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6413;2024;2027BUD_V1;12;76827,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6331;2024;2027BUD_V1;12;309292,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;708;2024;2027BUD_V1;12;3204,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6413;2024;2027BUD_V1;12;115195,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6331;2025;2027BUD_V1;12;323465,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;708;2024;2027BUD_V1;12;3204,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6413;2024;2027BUD_V1;12;67521,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6331;2026;2027BUD_V1;12;338904,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;708;2024;2027BUD_V1;12;7369,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6413;2025;2027BUD_V1;12;333483,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;63511;2024;2027BUD_V1;12;32490,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;708;2024;2027BUD_V1;12;5767,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6413;2025;2027BUD_V1;12;195550,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;63511;2024;2027BUD_V1;12;19467,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;708;2024;2027BUD_V1;12;3765,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6413;2025;2027BUD_V1;12;158432,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;63511;2024;2027BUD_V1;12;16044,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;708;2024;2027BUD_V1;12;3204,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6413;2025;2027BUD_V1;12;140891,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;63511;2024;2027BUD_V1;12;14039,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;708;2025;2027BUD_V1;12;13245,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6413;2025;2027BUD_V1;12;309039,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;63511;2024;2027BUD_V1;12;32490,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;708;2025;2027BUD_V1;12;11208,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6413;2025;2027BUD_V1;12;120969,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;63511;2024;2027BUD_V1;12;12301,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;708;2025;2027BUD_V1;12;10189,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6413;2025;2027BUD_V1;12;112034,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;63511;2024;2027BUD_V1;12;12033,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;708;2025;2027BUD_V1;12;8660,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6413;2025;2027BUD_V1;12;78138,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;63511;2024;2027BUD_V1;12;8022,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;708;2025;2027BUD_V1;12;12226,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6413;2025;2027BUD_V1;12;55484,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;63511;2024;2027BUD_V1;12;7059,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;708;2025;2027BUD_V1;12;8491,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6413;2025;2027BUD_V1;12;55484,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;63511;2024;2027BUD_V1;12;7059,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;708;2025;2027BUD_V1;12;7981,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6413;2025;2027BUD_V1;12;109846,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;63511;2024;2027BUD_V1;12;11980,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;708;2025;2027BUD_V1;12;4245,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6413;2025;2027BUD_V1;12;80348,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;63511;2024;2027BUD_V1;12;11231,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;708;2025;2027BUD_V1;12;3396,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6413;2025;2027BUD_V1;12;120473,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;63511;2024;2027BUD_V1;12;12996,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;708;2025;2027BUD_V1;12;3396,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6413;2025;2027BUD_V1;12;70615,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;63511;2024;2027BUD_V1;12;8985,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;708;2025;2027BUD_V1;12;7811,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6413;2026;2027BUD_V1;12;349401,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;63511;2025;2027BUD_V1;12;33978,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;708;2025;2027BUD_V1;12;6113,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6413;2026;2027BUD_V1;12;204885,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;63511;2025;2027BUD_V1;12;20359,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;708;2025;2027BUD_V1;12;3991,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6413;2026;2027BUD_V1;12;165994,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;63511;2025;2027BUD_V1;12;16779,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;708;2025;2027BUD_V1;12;3396,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6413;2026;2027BUD_V1;12;147616,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;63511;2025;2027BUD_V1;12;14682,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;708;2026;2027BUD_V1;12;14040,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6413;2026;2027BUD_V1;12;323791,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;63511;2025;2027BUD_V1;12;33978,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;708;2026;2027BUD_V1;12;11880,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6413;2026;2027BUD_V1;12;126743,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;63511;2025;2027BUD_V1;12;12864,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;708;2026;2027BUD_V1;12;10800,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6413;2026;2027BUD_V1;12;117382,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;63511;2025;2027BUD_V1;12;12585,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;708;2026;2027BUD_V1;12;9180,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6413;2026;2027BUD_V1;12;81868,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;63511;2025;2027BUD_V1;12;8390,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;708;2026;2027BUD_V1;12;12960,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6413;2026;2027BUD_V1;12;58132,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;63511;2025;2027BUD_V1;12;7383,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;708;2026;2027BUD_V1;12;9000,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6413;2026;2027BUD_V1;12;58132,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;63511;2025;2027BUD_V1;12;7383,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;708;2026;2027BUD_V1;12;8460,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6413;2026;2027BUD_V1;12;115089,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;63511;2025;2027BUD_V1;12;12529,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;708;2026;2027BUD_V1;12;4500,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6413;2026;2027BUD_V1;12;84183,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;63511;2025;2027BUD_V1;12;11746,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;708;2026;2027BUD_V1;12;3600,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6413;2026;2027BUD_V1;12;126224,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;63511;2025;2027BUD_V1;12;13591,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;708;2026;2027BUD_V1;12;3600,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6413;2026;2027BUD_V1;12;73986,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;63511;2025;2027BUD_V1;12;9396,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;708;2026;2027BUD_V1;12;8280,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6414;2024;2027BUD_V1;12;1134071,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;63511;2026;2027BUD_V1;12;35600,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;708;2026;2027BUD_V1;12;6480,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6414;2025;2027BUD_V1;12;1186037,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;63511;2026;2027BUD_V1;12;21331,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;708;2026;2027BUD_V1;12;4230,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6414;2026;2027BUD_V1;12;1242649,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;63511;2026;2027BUD_V1;12;17580,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;708;2026;2027BUD_V1;12;3600,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;645;2024;2027BUD_V1;12;496023,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;63511;2026;2027BUD_V1;12;15383,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;621;2024;2027BUD_V1;12;165271,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;645;2024;2027BUD_V1;12;290862,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;63511;2026;2027BUD_V1;12;35600,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;621;2024;2027BUD_V1;12;143235,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;645;2024;2027BUD_V1;12;235652,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;63511;2026;2027BUD_V1;12;13478,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;621;2024;2027BUD_V1;12;132216,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;645;2024;2027BUD_V1;12;209562,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;63511;2026;2027BUD_V1;12;13185,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;621;2024;2027BUD_V1;12;110180,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;645;2024;2027BUD_V1;12;459665,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;63511;2026;2027BUD_V1;12;8790,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;621;2024;2027BUD_V1;12;165271,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;645;2024;2027BUD_V1;12;179929,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;63511;2026;2027BUD_V1;12;7735,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;621;2024;2027BUD_V1;12;110180,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;645;2024;2027BUD_V1;12;166639,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;63511;2026;2027BUD_V1;12;7735,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;621;2024;2027BUD_V1;12;110180,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;645;2024;2027BUD_V1;12;116223,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;63511;2026;2027BUD_V1;12;13127,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;621;2024;2027BUD_V1;12;66108,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;645;2024;2027BUD_V1;12;82526,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;63511;2026;2027BUD_V1;12;12306,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;621;2024;2027BUD_V1;12;66108,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;645;2024;2027BUD_V1;12;82526,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;63511;2026;2027BUD_V1;12;14240,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;621;2024;2027BUD_V1;12;66108,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;645;2024;2027BUD_V1;12;163385,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
