ENTITY;ACCOUNT;EXERCICE;SCENARIO;PERIOD;AMOUNT
IPAC_MTP;615;2024;2027BUD_V1;12;11254.83
PIGIER_LYO;615;2024;2027BUD_V1;12;19465.26
PIGIER_BOR;615;2024;2027BUD_V1;12;14676.91
TUNON_PAR;615;2024;2027BUD_V1;12;17042.23
TUNON_LYO;615;2024;2027BUD_V1;12;14281.48
MBWAY_PAR;615;2025;2027BUD_V1;12;42782.03
MBWAY_LYO;615;2025;2027BUD_V1;12;33680.13
MBWAY_NAN;615;2025;2027BUD_V1;12;29384.83
MBWAY_BOR;615;2025;2027BUD_V1;12;23640.89
ISCOM_PAR;615;2025;2027BUD_V1;12;41204.99
ISCOM_LIL;615;2025;2027BUD_V1;12;23873.51
ISCOM_TLS;615;2025;2027BUD_V1;12;22343.26
IPAC_NAN;615;2025;2027BUD_V1;12;14198.57
IPAC_REN;615;2025;2027BUD_V1;12;11669.30
IPAC_MTP;615;2025;2027BUD_V1;12;11662.77
PIGIER_LYO;615;2025;2027BUD_V1;12;20140.90
PIGIER_BOR;615;2025;2027BUD_V1;12;15451.74
TUNON_PAR;615;2025;2027BUD_V1;12;18094.05
TUNON_LYO;615;2025;2027BUD_V1;12;15323.83
MBWAY_PAR;615;2026;2027BUD_V1;12;44299.53
MBWAY_LYO;615;2026;2027BUD_V1;12;35310.97
MBWAY_NAN;615;2026;2027BUD_V1;12;30374.70
MBWAY_BOR;615;2026;2027BUD_V1;12;24735.47
ISCOM_PAR;615;2026;2027BUD_V1;12;43063.14
ISCOM_LIL;615;2026;2027BUD_V1;12;25117.43
ISCOM_TLS;615;2026;2027BUD_V1;12;23619.34
IPAC_NAN;615;2026;2027BUD_V1;12;14839.36
IPAC_REN;615;2026;2027BUD_V1;12;12014.85
IPAC_MTP;615;2026;2027BUD_V1;12;12007.68
PIGIER_LYO;615;2026;2027BUD_V1;12;21291.98
PIGIER_BOR;615;2026;2027BUD_V1;12;16125.25
TUNON_PAR;615;2026;2027BUD_V1;12;19708.99
TUNON_LYO;615;2026;2027BUD_V1;12;16406.69
MBWAY_PAR;616;2024;2027BUD_V1;12;29610.02
MBWAY_LYO;616;2024;2027BUD_V1;12;23159.38
MBWAY_NAN;616;2024;2027BUD_V1;12;19556.71
MBWAY_BOR;616;2024;2027BUD_V1;12;16103.42
ISCOM_PAR;616;2024;2027BUD_V1;12;26368.13
ISCOM_LIL;616;2024;2027BUD_V1;12;15944.24
ISCOM_TLS;616;2024;2027BUD_V1;12;14249.68
IPAC_NAN;616;2024;2027BUD_V1;12;9480.41
IPAC_REN;616;2024;2027BUD_V1;12;6268.96
IPAC_MTP;616;2024;2027BUD_V1;12;6265.67
PIGIER_LYO;616;2024;2027BUD_V1;12;12641.05
PIGIER_BOR;616;2024;2027BUD_V1;12;7436.91
TUNON_PAR;616;2024;2027BUD_V1;12;11189.27
TUNON_LYO;616;2024;2027BUD_V1;12;7949.82
MBWAY_PAR;616;2025;2027BUD_V1;12;31103.37
MBWAY_LYO;616;2025;2027BUD_V1;12;23963.65
MBWAY_NAN;616;2025;2027BUD_V1;12;20552.69
MBWAY_BOR;616;2025;2027BUD_V1;12;16805.07
ISCOM_PAR;616;2025;2027BUD_V1;12;27761.04
ISCOM_LIL;616;2025;2027BUD_V1;12;16629.56
ISCOM_TLS;616;2025;2027BUD_V1;12;14733.74
IPAC_NAN;616;2025;2027BUD_V1;12;9795.15
IPAC_REN;616;2025;2027BUD_V1;12;6496.41
IPAC_MTP;616;2025;2027BUD_V1;12;6492.78
PIGIER_LYO;616;2025;2027BUD_V1;12;13080.39
PIGIER_BOR;616;2025;2027BUD_V1;12;7830.24
TUNON_PAR;616;2025;2027BUD_V1;12;11880.46
TUNON_LYO;616;2025;2027BUD_V1;12;8530.03
MBWAY_PAR;616;2026;2027BUD_V1;12;32205.92
MBWAY_LYO;616;2026;2027BUD_V1;12;25123.58
MBWAY_NAN;616;2026;2027BUD_V1;12;21245.01
MBWAY_BOR;616;2026;2027BUD_V1;12;17583.04
ISCOM_PAR;616;2026;2027BUD_V1;12;29012.78
ISCOM_LIL;616;2026;2027BUD_V1;12;17496.60
ISCOM_TLS;616;2026;2027BUD_V1;12;15575.06
IPAC_NAN;616;2026;2027BUD_V1;12;10237.30
IPAC_REN;616;2026;2027BUD_V1;12;6688.26
IPAC_MTP;616;2026;2027BUD_V1;12;6684.27
PIGIER_LYO;616;2026;2027BUD_V1;12;13828.43
PIGIER_BOR;616;2026;2027BUD_V1;12;8171.39
TUNON_PAR;616;2026;2027BUD_V1;12;12940.95
TUNON_LYO;616;2026;2027BUD_V1;12;9133.84
GRP;6226;2024;2027BUD_V1;12;515487.00
GRP;6226;2025;2027BUD_V1;12;539108.00
GRP;6226;2026;2027BUD_V1;12;564841.00
GRP;6236;2024;2027BUD_V1;12;499926.00
GRP;6236;2025;2027BUD_V1;12;580167.00
GRP;6236;2026;2027BUD_V1;12;676344.00
MBWAY_PAR;625;2024;2027BUD_V1;12;44415.03
MBWAY_LYO;625;2024;2027BUD_V1;12;34739.07
MBWAY_NAN;625;2024;2027BUD_V1;12;29335.06
MBWAY_BOR;625;2024;2027BUD_V1;12;24154.60
ISCOM_PAR;625;2024;2027BUD_V1;12;39552.60
ISCOM_LIL;625;2024;2027BUD_V1;12;23916.36
ISCOM_TLS;625;2024;2027BUD_V1;12;21373.92
IPAC_NAN;625;2024;2027BUD_V1;12;14219.47
IPAC_REN;625;2024;2027BUD_V1;12;9402.91
IPAC_MTP;625;2024;2027BUD_V1;12;9397.98
PIGIER_LYO;625;2024;2027BUD_V1;12;18962.65
PIGIER_BOR;625;2024;2027BUD_V1;12;11156.23
TUNON_PAR;625;2024;2027BUD_V1;12;16784.34
TUNON_LYO;625;2024;2027BUD_V1;12;11925.78
MBWAY_PAR;625;2025;2027BUD_V1;12;46655.06
MBWAY_LYO;625;2025;2027BUD_V1;12;35945.47
MBWAY_NAN;625;2025;2027BUD_V1;12;30827.86
MBWAY_BOR;625;2025;2027BUD_V1;12;25207.07
ISCOM_PAR;625;2025;2027BUD_V1;12;41641.56
ISCOM_LIL;625;2025;2027BUD_V1;12;24943.71
ISCOM_TLS;625;2025;2027BUD_V1;12;22100.62
IPAC_NAN;625;2025;2027BUD_V1;12;14692.73
IPAC_REN;625;2025;2027BUD_V1;12;9744.08
IPAC_MTP;625;2025;2027BUD_V1;12;9738.64
PIGIER_LYO;625;2025;2027BUD_V1;12;19621.12
PIGIER_BOR;625;2025;2027BUD_V1;12;11744.48
TUNON_PAR;625;2025;2027BUD_V1;12;17820.69
TUNON_LYO;625;2025;2027BUD_V1;12;12795.05
MBWAY_PAR;625;2026;2027BUD_V1;12;48309.71
MBWAY_LYO;625;2026;2027BUD_V1;12;37684.82
MBWAY_NAN;625;2026;2027BUD_V1;12;31867.52
MBWAY_BOR;625;2026;2027BUD_V1;12;26374.57
ISCOM_PAR;625;2026;2027BUD_V1;12;43518.77
ISCOM_LIL;625;2026;2027BUD_V1;12;26244.28
ISCOM_TLS;625;2026;2027BUD_V1;12;23363.78
IPAC_NAN;625;2026;2027BUD_V1;12;15357.07
IPAC_REN;625;2026;2027BUD_V1;12;10032.91
IPAC_MTP;625;2026;2027BUD_V1;12;10026.93
PIGIER_LYO;625;2026;2027BUD_V1;12;20742.64
PIGIER_BOR;625;2026;2027BUD_V1;12;12256.21
TUNON_PAR;625;2026;2027BUD_V1;12;19410.96
TUNON_LYO;625;2026;2027BUD_V1;12;13700.21
GRP;626;2024;2027BUD_V1;12;412389.00
GRP;626;2025;2027BUD_V1;12;431286.00
GRP;626;2026;2027BUD_V1;12;451872.00
GRP;6281;2024;2027BUD_V1;12;164956.00
GRP;6281;2025;2027BUD_V1;12;172514.00
GRP;6281;2026;2027BUD_V1;12;180749.00
GRP;6331;2024;2027BUD_V1;12;309292.00
GRP;6331;2025;2027BUD_V1;12;323465.00
GRP;6331;2026;2027BUD_V1;12;338904.00
MBWAY_PAR;63511;2024;2027BUD_V1;12;27152.97
MBWAY_LYO;63511;2024;2027BUD_V1;12;21700.22
MBWAY_NAN;63511;2024;2027BUD_V1;12;18641.15
MBWAY_BOR;63511;2024;2027BUD_V1;12;15102.94
ISCOM_PAR;63511;2024;2027BUD_V1;12;26092.67
ISCOM_LIL;63511;2024;2027BUD_V1;12;15260.67
ISCOM_TLS;63511;2024;2027BUD_V1;12;14405.31
IPAC_NAN;63511;2024;2027BUD_V1;12;9160.67
IPAC_REN;63511;2024;2027BUD_V1;12;7506.80
IPAC_MTP;63511;2024;2027BUD_V1;12;7502.87
PIGIER_LYO;63511;2024;2027BUD_V1;12;12976.84
PIGIER_BOR;63511;2024;2027BUD_V1;12;9784.90
TUNON_PAR;63511;2024;2027BUD_V1;12;11361.49
TUNON_LYO;63511;2024;2027BUD_V1;12;9521.34
MBWAY_PAR;63511;2025;2027BUD_V1;12;28521.36
MBWAY_LYO;63511;2025;2027BUD_V1;12;22453.79
MBWAY_NAN;63511;2025;2027BUD_V1;12;19589.50
MBWAY_BOR;63511;2025;2027BUD_V1;12;15760.59
ISCOM_PAR;63511;2025;2027BUD_V1;12;27469.99
ISCOM_LIL;63511;2025;2027BUD_V1;12;15915.68
ISCOM_TLS;63511;2025;2027BUD_V1;12;14895.90
IPAC_NAN;63511;2025;2027BUD_V1;12;9465.71
IPAC_REN;63511;2025;2027BUD_V1;12;7779.88
IPAC_MTP;63511;2025;2027BUD_V1;12;7775.53
PIGIER_LYO;63511;2025;2027BUD_V1;12;13427.63
PIGIER_BOR;63511;2025;2027BUD_V1;12;10301.75
TUNON_PAR;63511;2025;2027BUD_V1;12;12062.40
TUNON_LYO;63511;2025;2027BUD_V1;12;10215.16
MBWAY_PAR;63511;2026;2027BUD_V1;12;29533.02
MBWAY_LYO;63511;2026;2027BUD_V1;12;23541.01
MBWAY_NAN;63511;2026;2027BUD_V1;12;20249.80
MBWAY_BOR;63511;2026;2027BUD_V1;12;16490.67
ISCOM_PAR;63511;2026;2027BUD_V1;12;28708.76
ISCOM_LIL;63511;2026;2027BUD_V1;12;16744.95
ISCOM_TLS;63511;2026;2027BUD_V1;12;15745.83
IPAC_NAN;63511;2026;2027BUD_V1;12;9892.90
IPAC_REN;63511;2026;2027BUD_V1;12;8009.55
IPAC_MTP;63511;2026;2027BUD_V1;12;8004.78
PIGIER_LYO;63511;2026;2027BUD_V1;12;14195.01
PIGIER_BOR;63511;2026;2027BUD_V1;12;10750.17
TUNON_PAR;63511;2026;2027BUD_V1;12;13139.33
TUNON_LYO;63511;2026;2027BUD_V1;12;10938.17
GRP;6333;2024;2027BUD_V1;12;103097.00
GRP;6333;2025;2027BUD_V1;12;107822.00
GRP;6333;2026;2027BUD_V1;12;112968.00
MBWAY_PAR;6811;2024;2027BUD_V1;12;137849.00
MBWAY_LYO;6811;2024;2027BUD_V1;12;119469.00
MBWAY_NAN;6811;2024;2027BUD_V1;12;110279.00
MBWAY_BOR;6811;2024;2027BUD_V1;12;91900.00
ISCOM_PAR;6811;2024;2027BUD_V1;12;137849.00
ISCOM_LIL;6811;2024;2027BUD_V1;12;91900.00
ISCOM_TLS;6811;2024;2027BUD_V1;12;91900.00
IPAC_NAN;6811;2024;2027BUD_V1;12;55140.00
IPAC_REN;6811;2024;2027BUD_V1;12;55140.00
IPAC_MTP;6811;2024;2027BUD_V1;12;55140.00
PIGIER_LYO;6811;2024;2027BUD_V1;12;73520.00
PIGIER_BOR;6811;2024;2027BUD_V1;12;73520.00
TUNON_PAR;6811;2024;2027BUD_V1;12;55140.00
TUNON_LYO;6811;2024;2027BUD_V1;12;55140.00
MBWAY_PAR;6811;2025;2027BUD_V1;12;146120.00
MBWAY_LYO;6811;2025;2027BUD_V1;12;126638.00
MBWAY_NAN;6811;2025;2027BUD_V1;12;116896.00
MBWAY_BOR;6811;2025;2027BUD_V1;12;97413.00
ISCOM_PAR;6811;2025;2027BUD_V1;12;146120.00
ISCOM_LIL;6811;2025;2027BUD_V1;12;97413.00
ISCOM_TLS;6811;2025;2027BUD_V1;12;97413.00
IPAC_NAN;6811;2025;2027BUD_V1;12;58448.00
IPAC_REN;6811;2025;2027BUD_V1;12;58448.00
IPAC_MTP;6811;2025;2027BUD_V1;12;58448.00
PIGIER_LYO;6811;2025;2027BUD_V1;12;77931.00
PIGIER_BOR;6811;2025;2027BUD_V1;12;77931.00
TUNON_PAR;6811;2025;2027BUD_V1;12;58448.00
TUNON_LYO;6811;2025;2027BUD_V1;12;58448.00
MBWAY_PAR;6811;2026;2027BUD_V1;12;154887.00
MBWAY_LYO;6811;2026;2027BUD_V1;12;134236.00
MBWAY_NAN;6811;2026;2027BUD_V1;12;123910.00
MBWAY_BOR;6811;2026;2027BUD_V1;12;103258.00
ISCOM_PAR;6811;2026;2027BUD_V1;12;154887.00
ISCOM_LIL;6811;2026;2027BUD_V1;12;103258.00
ISCOM_TLS;6811;2026;2027BUD_V1;12;103258.00
IPAC_NAN;6811;2026;2027BUD_V1;12;61955.00
IPAC_REN;6811;2026;2027BUD_V1;12;61955.00
IPAC_MTP;6811;2026;2027BUD_V1;12;61955.00
PIGIER_LYO;6811;2026;2027BUD_V1;12;82607.00
PIGIER_BOR;6811;2026;2027BUD_V1;12;82607.00
TUNON_PAR;6811;2026;2027BUD_V1;12;61955.00
TUNON_LYO;6811;2026;2027BUD_V1;12;61955.00
GRP;TEC_PL;2027;2027BUD_V1;12;0.05
GRP;TEC_EBITDA;2027;2027BUD_V1;12;0.15
PIGIER_BOR;7062;2024;2027BUD_V1;12;998123.00
PIGIER_BOR;7062;2025;2027BUD_V1;12;1062157.00
PIGIER_BOR;7062;2026;2027BUD_V1;12;1126170.00
PIGIER_LYO;7062;2024;2027BUD_V1;12;1392311.00
PIGIER_LYO;7062;2025;2027BUD_V1;12;1461529.00
PIGIER_LYO;7062;2026;2027BUD_V1;12;1565550.00
